concept_id	standard_concept	codeset	codes
N_c156	LDL	CPT	 83701, 83704, 83721,80061,83700
N_c157	LDL	LOINC	 18261-8, 18262-6, 2089-1, 22748-8, 39469-2, 49132-4, 55440-2,12773-8,13457-7
N_c158	LDL	SNOMED-CT	 166840006, 166841005, 167074000, 167075004, 270996006, 314036004, 314039006, 391291008,113079009,166833005
A_c132	Antiplatelet Therapy	RxNorm	 198462, 198463, 198464, 198466, 198467, 198468, 198470, 198471, 198472, 198473, 198474, 198475, 198479, 199281, 204906, 206789, 206790, 206974, 206975, 209468, 209470, 210864, 211292, 211295, 211297, 211310, 211311, 211312, 211313, 211314, 211332, 211333, 211334, 211335, 211337, 211338, 211339, 211822, 211830, 211832, 211833, 211834, 211835, 211874, 211877, 211878, 211879, 211880, 211881, 211882, 211884, 211887, 211890, 211891, 211892, 211893, 211898, 211900, 211902, 212033, 212085, 212086, 212476, 213169, 213290, 238134, 238135, 238144, 238145, 243670, 247138, 260847, 260848, 260849, 260851, 284282, 284463, 307677, 308278, 308281, 308297, 308363, 308409, 308411, 308412, 308413, 308416, 308417, 308418, 313807, 318272, 387090, 404658, 608696, 749795, 795728, 809445, 825178, 825180, 825181, 830525, 830530, 830533, 830538, 830541, 830545, 848166, 860161, 864026, 896876, 896884, 896893,197374,198461
A_c419	Bleeding Coagulation Disorders	ICD-10-CM	 D66, D67, D68.0, D68.1, D68.2, D68.31, D68.32, D68.4, D68.51, D68.52, D68.59, D68.61, D68.62, D68.69, D68.8, D68.9, D69.0, D69.1, D69.2, D69.3, D69.41, D69.42, D69.49, D69.5, D69.6, D69.8, D69.9, D75.82, D89.0, D89.1, E72.11, E72.12, E72.13,D47.3,D65
A_c420	Bleeding Coagulation Disorders	ICD-9-CM	 286.2, 286.3, 286.4, 286.5, 286.6, 286.7, 286.9, 287.0, 287.1, 287.3, 287.31, 287.32, 287.33, 287.39, 287.4, 287.41, 287.49, 287.5, 287.8, 287.9, 289.81, 289.82, 289.84, 289.9,286.0,286.1
A_c427	Bleeding Coagulation Disorders	SNOMED-CT	 10934005, 111427007, 111452009, 111588002, 111589005, 123786007, 123787003, 123788008, 123789000, 123790009, 12501008, 12546009, 127034005, 128088003, 128090002, 128091003, 128092005, 128093000, 128094006, 128105004, 128106003, 128107007, 128108002, 128113003, 128114009, 128115005, 13172003, 13507004, 13993001, 154818001, 1563006, 16773005, 180481005, 183005, 1908008, 191298004, 191319009, 191322006, 191323001, 191324007, 19267009, 19520006, 198828007, 198829004, 200030007, 200031006, 2036003, 206515003, 21112004, 21148002, 21360006, 23205009, 234367000, 234446004, 234447008, 234448003, 234450006, 234451005, 234452003, 234453008, 234454002, 234455001, 234456000, 234457009, 234458004, 234459007, 234460002, 234461003, 234462005, 234464006, 234465007, 234466008, 234481002, 234482009, 234483004, 234484005, 234485006, 234486007, 234487003, 234489000, 234490009, 23578006, 237336007, 237337003, 238787009, 24149006, 24663001, 267272006, 267534000, 267535004, 27068000, 27312002, 273986001, 275446004, 275523003, 276575001, 278365007, 278366008, 278504009, 282707003, 28505005, 2897005, 296926001, 296927005, 296928000, 296929008, 296930003, 296931004, 296932006, 296933001, 296934007, 296935008, 296936009, 30182008, 302215000, 302873008, 30479005, 30575002, 307342006, 31925001, 32273002, 3230006, 323079008, 32605001, 33183004, 33297000, 33820001, 34395002, 34417008, 34478009, 35066007, 35509007, 359531004, 359536009, 359700009, 359704000, 359709005, 359711001, 359714009, 359717002, 359721009, 359723007, 359725000, 359727008, 359729006, 359730001, 359732009, 361209006, 361210001, 362970003, 36351005, 371074009, 371106008, 37193007, 37350004, 37492005, 38879000, 38970002, 402653004, 402654005, 402850004, 402851000, 403393000, 40855001, 41106001, 415221002, 41690001, 416902009, 417626001, 41816006, 421766003, 43302000, 438827002, 439000005, 439002002, 439125003, 439126002, 439145006, 439274008, 439699000, 439702007, 440924009, 440988005, 441101007, 441188004, 441189007, 45366001, 46760003, 46981006, 47307007, 47546008, 48788004, 48976006, 49177006, 49762007, 49886003, 50770000, 51624005, 52137009, 53751009, 58327003, 5876000, 60628003, 61744005, 61802005, 61810006, 62698000, 63444004, 64509006, 64779008, 6647006, 67406007, 6935003, 69500007, 7014009, 71723006, 73162004, 73397007, 73975000, 74576004, 75331009, 76407009, 76642003, 78129009, 78345002, 7933002, 79624007, 79674009, 80988005, 82190001, 82835005, 85589009, 86075001, 86635005, 87397002, 87902006, 89729000, 89962000, 91304009, 9489006, 95605009, 95839005, 95840007, 95841006, 95842004, 95843009, 95844003, 95845002,10153004,105604006
A_c169	Cardiac Surgery	CPT	 33511, 33512, 33513, 33514, 33516, 33517, 33518, 33519, 33521, 33522, 33523, 33533, 33534, 33535, 33536, 92980, 92981, 92982, 92984, 92995, 92996,33140,33510
A_c168	Cardiac Surgery	SNOMED-CT	 119565001, 15256002, 174911007, 175007008, 175008003, 175009006, 175011002, 175012009, 175021005, 175022003, 175024002, 175025001, 175026000, 175036008, 175037004, 175038009, 175039001, 175040004, 175041000, 175045009, 175047001, 175048006, 175050003, 175053001, 175058005, 232717009, 232719007, 232720001,10326007,119564002
A_c123	Coronary Artery Disease includes MI	ICD-10-CM	 , A52.09, I20.1, I20.9, I21, I21.0, I21.01, I21.02, I21.09, I21.11, I21.19, I21.2, I21.29, I21.3, I21.4, I22, I22.0, I22.1, I22.2, I22.8, I22.9, I23.7, I24, I24.1, I24.8, I24.9, I25, I25.10, I25.110, I25.111, I25.118, I25.119, I25.2, I25.5, I25.6, I25.70, I25.700, I25.701, I25.708, I25.709, I25.71, I25.710, I25.711, I25.718, I25.719, I25.72, I25.720, I25.721, I25.728,A52.00,A52.06
A_c122	Coronary Artery Disease includes MI	ICD-9-CM	 , 410.02, 410.10, 410.11, 410.12, 410.20, 410.21, 410.22, 410.30, 410.31, 410.32, 410.40, 410.41, 410.42, 410.50, 410.51, 410.52, 410.60, 410.61, 410.62, 410.70, 410.71, 410.72, 410.80, 410.81, 410.82, 410.90, 410.91, 410.92, 411.0, 411.1, 411.81, 411.89, 412, 413.0, 413.1, 413.9, 414.00, 414.01, 414.02, 414.03, 414.04, 414.05, 414.06, 414.07, 414.8,410.00,410.01
A_c124	Coronary Artery Disease includes MI	SNOMED-CT	 123641001, 123642008, 129574000, 15990001, 161502000, 161503005, 1755008, 194798004, 194802003, 194809007, 194842008, 194843003, 194856005, 22298006, 233817007, 233835003, 233838001, 233839009, 233840006, 233841005, 233842003, 233843008, 233970002, 275905002, 28248000, 29899005, 30277009, 304914007, 307140009, 308065005, 314207007, 315348000, 32574007, 371068009, 371803003, 371804009, 371805005, 394710008, 398274000, 399211009, 401303003, 401314000, 408546009, 418044006, 420006002, 421327009, 42531007, 427919004, 428196007, 428752002, 429245005, 50570003, 52035003, 53741008, 54329005, 57054005, 58612006, 62207008, 62695002, 63739005, 65547006, 67682002, 70211005, 70422006, 73795002, 74218008, 75398000, 79009004, 87343002, 92517006,10273003,10365005
A_c27	Encounter Inpatient Discharge	CPT	99238,99239
N_c138	acute myocardial infarction	ICD-9-CM	 410.21, 410.31, 410.41, 410.51, 410.61, 410.71, 410.81, 410.91,410.01,410.11
N_c139	acute myocardial infarction	ICD-10-CM	 I21.11, I21.19, I21.29, I21.3, I21.4,I21.0,I21.09
N_c191	acute myocardial infarction	SNOMED-CT	 194798004, 194809007, 22298006, 233825009, 233826005, 233827001, 233828006, 233829003, 233830008, 233831007, 233832000, 233833005, 233834004, 233835003, 233836002, 233837006, 233838001, 282006, 30277009, 304914007, 307140009, 401303003, 401314000, 52035003, 54329005, 57054005, 58612006, 59063002, 62695002, 64627002, 65547006, 70211005, 70422006, 70998009, 73795002, 76593002, 79009004,10273003,15990001
N_c140	CABG	CPT	 33512, 33513, 33514, 33516, 33517, 33518, 33519, 33521, 33522, 33523, 33533, 33534, 33535, 33536,33510,33511
N_c141	CABG	HCPCS	 S2207, S2208, S2209,S2205,S2206
N_c142	CABG	ICD-9-CM	 36.11, 36.12, 36.13, 36.14, 36.15, 36.16, 36.17, 36.19, 36.2,36.1,36.10
N_c143	CABG	SNOMED-CT	 108221006, 12843005, 209099002, 30346009, 37894004, 39202005, 4525004, 69399002, 74371005, 83362003, 86181006,10326007,108220007
N_c131	ischemic vascular disease	ICD-9-CM	 411.1, 411.81, 411.89, 413.0, 413.1, 413.9, 414.00, 414.01, 414.02, 414.03, 414.04, 414.05, 414.06, 414.07, 414.2, 414.8, 414.9, 429.2, 433.0, 433.00, 433.01, 433.10, 433.11, 433.20, 433.21, 433.30, 433.31, 433.80, 433.81, 433.90, 433.91, 434.01, 434.10, 434.11, 434.90, 434.91, 440.1, 440.20, 440.21, 440.22, 440.23, 440.24, 440.29, 440.4, 444.0, 444.1, 444.21, 444.22, 444.81, 444.89, 444.9, 445.01, 445.02, 445.8, 445.81,411.0,434.00
N_c132	ischemic vascular disease	ICD-10-CM	 I24, I24.8, I25.1, I25.70, I25.72, I25.720, I25.73, I25.75, I25.82, I25.89, I25.9, I65, I65.0, I65.1, I65.2, I65.8, I65.9, I66, I66.9, I70.1, I70.21, I70.22, I70.23, I70.26, I70.29, I70.92, I74, I74., I74.11, I74.2, I74.3,I20.0,I20.8
N_c564	ischemic vascular disease	SNOMED-CT	 195206000, 206576006, 230716006, 230717002, 23202007, 233958001, 233959009, 233960004, 233961000, 233962007, 236120009, 249658006, 276706004, 287731003, 300917007, 301755001, 307406004, 307407008, 307408003, 307409006, 312822006, 312916003, 371029002, 402861007, 413552002, 419944002, 432249006, 52674009, 57357009, 63081009, 64009001, 80829003, 83256006, 88032003, 95456009,111298007,195200006
N_c463	Oral anti-platelet therapy	RxNorm	 104474 , 104475 , 104899 , 197374 , 198465 , 198466 , 198467 , 198470 , 198471 , 198475 , 198476 , 198477 , 199281 , 212033 , 243663 , 243670 , 246460 , 247137 , 247138 , 252380 , 259081, 308402 , 308403 , 308405 , 308409 , 308411 , 308412 , 308413 , 308414 , 308415 , 308416 , 308417 , 308418 , 309362 , 313406 , 318272 , 349516 , 359458 , 391930 , 392294 , 403924 , 432389 , 435504 , 435521 , 646434 , 685589 , 688214 , 747211 , 749196 , 795728 , 853499 , 855812 , 855818 , 891136 , 892160 , 900470,103954
N_c145	PTCA	CPT	 92982, 92995,33140,92980
N_c146	PTCA	ICD-9-CM	 36.07, 36.09,00.66,36.06
N_c147	PTCA	SNOMED-CT	 119564002, 119565001, 175007008, 175008003, 175009006, 175011002, 175012009, 175017003, 175021005, 175022003, 175024002, 175025001, 175026000, 175027009, 175029007, 175030002, 175031003, 175032005, 175033000, 175034006, 175036008, 175037004, 175038009, 175039001, 175040004, 175041000, 175043002, 175045009, 175047001, 175048006, 175050003, 175051004, 175053001, 175058005, 175066001, 232717009, 232719007, 232720001, 232721002, 232722009, 232723004, 232724005, 265481001, 275215001, 275216000, 275252001, 275253006, 30670000, 309814006, 3546002, 359597003, 359601003, 39202005, 397193006, 39724006, 397431004, 414088005, 48431000, 74371005, 75761004, 80762004, 82247006, 85053006, 91338001,10326007,11101003
A_c181	Arrhythmia	ICD-10-CM	I49.5,I49.8
A_c176	Arrhythmia	ICD-9-CM	427.81,427.89
A_c186	Arrhythmia	SNOMED-CT	 11157007, 11849007, 13640000, 17338001, 17366009, 17869006, 184004, 195060002, 195069001, 195071001, 195072008, 195083004, 233891009, 233892002, 233893007, 233894001, 233895000, 233904005, 233915000, 233922008, 233923003, 234172002, 251161003, 251162005, 251163000, 251164006, 251165007, 251166008, 251167004, 251168009, 251170000, 251172008, 251173003, 251174009, 251175005, 251176006, 251177002, 251178007, 251179004, 251180001, 251181002, 251182009, 251186007, 251187003, 251188008, 26950008, 27337007, 276796006, 284470004, 287057009, 29320008, 29894000, 309809007, 33413000, 36083008, 38274001, 39260000, 39357005, 40593004, 406461004, 418341009, 418818005, 419752005, 421869004, 422348008, 429243003, 44602002, 44808001, 47830009, 49044005, 49710005, 49982000, 55475008, 59272004, 60423000, 61277005, 63232000, 63593006, 69730002, 71908006, 72654001, 74390002, 74615001, 75532003, 81681009, 81898007, 88412007,10164001,10626002
A_c413	Atresia and stenosis of aorta	ICD-10-CM	 Q25.2, Q25.3,I70.0,Q23.4
A_c48	Atresia and stenosis of aorta	ICD-9-CM	440.0,747.22
A_c519	Atresia and stenosis of aorta	SNOMED-CT	204431007
A_c177	Atrioventricular  Block	ICD-9-CM	 426.13,426.0,426.12
A_c264	Atrioventricular Block	ICD-10-CM	I44.1,I44.2
A_c187	Atrioventricular Block	SNOMED-CT	 195039008, 195042002, 195046004, 20143001, 204383001, 204384007, 20852007, 233917008, 233918003, 233919006, 2374000, 251114004, 251120003, 251123001, 251124007, 251125008, 251152003, 270492004, 276513001, 27885002, 28189009, 283645003, 302944009, 30667004, 32425009, 32758004, 37760005, 41863008, 43906007, 44103008, 4554005, 46319007, 46619002, 46935006, 4973001, 50799005, 54016002, 59118001, 6180003, 62026008, 63467002, 6374002, 64872007, 66568003, 71792006, 73459006, 74021003, 76887001, 77221000, 82226007, 82580003, 86014007, 93130009, 9651007,129575004,13620007
A_c133	Beta Blocker Therapy	RxNorm	 150750, 152414, 197296, 197297, 197379, 197380, 197381, 197382, 197383, 198004, 198005, 198006, 198007, 198008, 198104, 198105, 198284, 198285, 198286, 200857, 201322, 201327, 201337, 201338, 201340, 206240, 206244, 206961, 206964, 206968, 207367, 207851, 207852, 207861, 208003, 208029, 208140, 208375, 208575, 208576, 211773, 211810, 212388, 212389, 212390, 213727, 213728, 213731, 238246, 260346, 260348, 260349, 260693, 261397, 261398, 351442, 351443, 351444, 351709, 404603, 491234, 686926, 746023, 746030, 854901, 854903, 854905, 854907, 854908, 854910, 854916, 854918, 854919, 854921, 856422, 856426, 856429, 856433, 856443, 856445, 856448, 856450, 856457, 856460, 856462, 856471, 856481, 856483, 856508, 856519, 856521, 856535, 856537, 856556, 856557, 856569, 856571, 856576, 856578, 856579, 856586, 856591, 856596, 856724, 856733, 856737, 856739, 866414, 866421, 866429, 866438, 866479, 866482, 866491, 866498, 866502, 866506, 866508, 866510, 866511, 866513, 866514, 866516, 866924, 896758, 896760, 896762, 896764, 896766, 896768, 896771, 896773, 896775, 896777, 896781, 896783,104302,141882
A_c411	Bradycardia	ICD-10-CM	G90.09,R00.1
